beneficiary_id,program,reporting_period,outcome_type,outcome_status,employment_status,completion_status
BEN-000360,Plus,Q2 2025,Entrepreneurship,active,Employed,Completed
BEN-000362,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000367,Plus,Q1 2025,Education,achieved,In Training,Completed
BEN-000375,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-000380,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000385,Plus,Q2 2025,Entrepreneurship,active,Employed,Completed
BEN-000391,Plus,Q1 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-000394,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-000402,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000411,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-000412,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-000415,Plus,Q2 2025,Employment,active,Self-Employed,Completed
BEN-000416,Plus,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-000417,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-000427,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000436,Plus,Q1 2026,Entrepreneurship,active,Employed,Completed
BEN-000439,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000450,Plus,Q4 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-000455,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-000457,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000458,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000466,Plus,Q3 2025,Education,active,Unemployed,Completed
BEN-000477,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000483,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-000486,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-000487,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-000491,Plus,Q2 2026,Education,achieved,In Training,Completed
BEN-000496,Plus,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-000498,Plus,Q1 2025,Education,achieved,Unemployed,Completed
BEN-000503,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-000504,Plus,Q4 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-000506,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000534,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-000537,Plus,Q3 2025,Community Impact,active,Employed,Completed
BEN-000538,Plus,Q1 2025,Education,achieved,Unemployed,Completed
BEN-000543,Plus,Q3 2025,Employment,active,Self-Employed,Completed
BEN-000553,Plus,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-000557,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-000562,Plus,Q2 2025,Education,achieved,Unemployed,Completed
BEN-000563,Plus,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-000564,Plus,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-000571,Plus,Q1 2025,Community Impact,achieved,Unemployed,Completed
BEN-000576,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000578,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-000584,Plus,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-000585,Plus,Q2 2026,Employment,not_achieved,Unemployed,Completed
BEN-000586,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-000593,Plus,Q1 2025,Employment,active,Self-Employed,Completed
BEN-000597,Plus,Q1 2025,Community Impact,achieved,Unemployed,Completed
BEN-000598,Plus,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000600,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000602,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-000605,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-000621,Plus,Q2 2026,Employment,active,Employed,Completed
BEN-000626,Plus,Q1 2026,Employment,not_achieved,Unemployed,Completed
BEN-000646,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-000649,Plus,Q4 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-000654,Plus,Q2 2025,Employment,active,Self-Employed,Completed
BEN-000655,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000656,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-000660,Plus,Q3 2025,Community Impact,active,Self-Employed,Completed
BEN-000663,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-000674,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000688,Plus,Q2 2025,Employment,not_achieved,Unemployed,Completed
BEN-000696,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-000699,Plus,Q1 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-000705,Plus,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-000723,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000733,Plus,Q3 2025,Community Impact,not_achieved,Employed,Completed
BEN-000746,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-000747,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000751,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-000753,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-000755,Plus,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-000756,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-000762,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000769,Plus,Q1 2026,Employment,active,Employed,Completed
BEN-000774,Plus,Q1 2025,Education,active,Self-Employed,Completed
BEN-000777,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-000782,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-000794,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-000799,Plus,Q1 2026,Employment,not_achieved,Self-Employed,Completed
BEN-000832,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-000845,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-000848,Plus,Q4 2025,Community Impact,not_achieved,Employed,Completed
BEN-000854,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-000855,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-000857,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-000861,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-000865,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-000867,Plus,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-000872,Plus,Q1 2026,Education,not_achieved,Unemployed,Completed
BEN-000881,Plus,Q4 2025,Employment,active,Employed,Completed
BEN-000890,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-000891,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-000899,Plus,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-000914,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-000917,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-000921,Plus,Q4 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-000922,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-000932,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-000936,Plus,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-000937,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-000944,Plus,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-000946,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-000969,Plus,Q4 2025,Education,active,Self-Employed,Completed
BEN-000970,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-000972,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-000985,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000990,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-001002,Plus,Q2 2026,Community Impact,not_achieved,Employed,Completed
BEN-001010,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001015,Plus,Q4 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-001022,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-001023,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-001031,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-001036,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-001038,Plus,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-001041,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001043,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-001048,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001056,Plus,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-001068,Plus,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001069,Plus,Q4 2025,Employment,active,Self-Employed,Completed
BEN-001081,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001086,Plus,Q2 2025,Education,not_achieved,Self-Employed,Completed
BEN-001088,Plus,Q3 2025,Education,active,Self-Employed,Completed
BEN-001090,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001095,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001100,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-001102,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-001110,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-001116,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001120,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-001121,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-001133,Plus,Q2 2026,Education,active,Self-Employed,Completed
BEN-001137,Plus,Q1 2026,Education,active,Unemployed,Completed
BEN-001142,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-001145,Plus,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-001148,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-001154,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001156,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-001157,Plus,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-001158,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001160,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001163,Plus,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-001167,Plus,Q3 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-001169,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-001190,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-001210,Plus,Q2 2025,Employment,active,Unemployed,Completed
BEN-001212,Plus,Q1 2026,Education,active,Unemployed,Completed
BEN-001215,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001232,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001251,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-001260,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001263,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-001271,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-001273,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-001286,Plus,Q4 2025,Entrepreneurship,active,Employed,Completed
BEN-001288,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-001289,Plus,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-001293,Plus,Q4 2025,Education,active,Unemployed,Completed
BEN-001304,Plus,Q3 2025,Education,achieved,In Training,Completed
BEN-001306,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-001311,Plus,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-001321,Plus,Q2 2026,Education,active,Employed,Completed
BEN-001325,Plus,Q3 2025,Education,active,Self-Employed,Completed
BEN-001331,Plus,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-001333,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-001336,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001340,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-001343,Plus,Q2 2026,Community Impact,achieved,Unemployed,Completed
BEN-001349,Plus,Q2 2026,Education,achieved,In Training,Completed
BEN-001351,Plus,Q1 2026,Community Impact,not_achieved,Employed,Completed
BEN-001352,Plus,Q2 2026,Community Impact,achieved,Employed,Completed
BEN-001353,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001355,Plus,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001356,Plus,Q3 2025,Employment,active,Unemployed,Completed
BEN-001362,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001368,Plus,Q3 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-001376,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001386,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-001388,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001395,Plus,Q3 2025,Employment,not_achieved,Employed,Completed
BEN-001397,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-001400,Plus,Q2 2026,Employment,active,Unemployed,Completed
BEN-001402,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001407,Plus,Q2 2026,Entrepreneurship,active,Employed,Completed
BEN-001410,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001414,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-001416,Plus,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001424,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-001428,Plus,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-001435,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-001442,Plus,Q1 2026,Education,active,Employed,Completed
BEN-001446,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001457,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-001458,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-001472,Plus,Q2 2025,Employment,active,Employed,Completed
BEN-001479,Plus,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-001487,Plus,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-001488,Plus,Q2 2026,Education,achieved,Unemployed,Completed
BEN-001491,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-001502,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-001504,Plus,Q2 2026,Entrepreneurship,active,Unemployed,Completed
BEN-001505,Plus,Q1 2025,Community Impact,active,Self-Employed,Completed
BEN-001506,Plus,Q1 2026,Employment,active,Self-Employed,Completed
BEN-001509,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-001511,Plus,Q3 2025,Education,active,Employed,Completed
BEN-001515,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-001524,Plus,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-001525,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001527,Plus,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-001528,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-001530,Plus,Q1 2026,Education,active,Self-Employed,Completed
BEN-001537,Plus,Q2 2026,Employment,not_achieved,Self-Employed,Completed
BEN-001540,Plus,Q3 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-001542,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-001551,Plus,Q1 2026,Education,achieved,In Training,Completed
BEN-001556,Plus,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-001562,Plus,Q4 2025,Employment,active,Unemployed,Completed
BEN-001565,Plus,Q4 2025,Employment,active,Self-Employed,Completed
BEN-001572,Plus,Q4 2025,Education,not_achieved,Unemployed,Completed
BEN-001583,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-001586,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001591,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-001594,Plus,Q2 2025,Education,not_achieved,Employed,Completed
BEN-001606,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-001609,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001615,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-001621,Plus,Q2 2026,Community Impact,active,Unemployed,Completed
BEN-001625,Plus,Q2 2026,Education,active,Self-Employed,Completed
BEN-001627,Plus,Q1 2026,Employment,achieved,Employed,Completed
BEN-001632,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001634,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-001637,Plus,Q1 2026,Education,achieved,Unemployed,Completed
BEN-001641,Plus,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-001642,Plus,Q4 2025,Education,achieved,Unemployed,Completed
BEN-001646,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-001650,Plus,Q2 2026,Community Impact,not_achieved,Unemployed,Completed
BEN-001653,Plus,Q1 2025,Employment,not_achieved,Employed,Completed
BEN-001655,Plus,Q4 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-001662,Plus,Q4 2025,Employment,achieved,Employed,Completed
BEN-001663,Plus,Q2 2025,Employment,achieved,Employed,Completed
BEN-001664,Plus,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-001668,Plus,Q4 2025,Education,achieved,In Training,Completed
BEN-001669,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001677,Plus,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-001683,Plus,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-001684,Plus,Q1 2026,Employment,active,Unemployed,Completed
BEN-001700,Plus,Q2 2026,Education,not_achieved,Unemployed,Completed
BEN-001704,Plus,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-001706,Plus,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-001716,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001722,Plus,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-001727,Plus,Q1 2025,Employment,achieved,Employed,Completed
BEN-001729,Plus,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-001731,Plus,Q1 2025,Employment,active,Self-Employed,Completed
BEN-001732,Plus,Q3 2025,Education,achieved,Unemployed,Completed
BEN-001739,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-001744,Plus,Q2 2026,Employment,achieved,Employed,Completed
BEN-001750,Plus,Q3 2025,Employment,achieved,Employed,Completed
BEN-001760,Plus,Q2 2025,Education,achieved,In Training,Completed
BEN-001784,Plus,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-001787,Plus,Q1 2026,Community Impact,not_achieved,Employed,Completed
BEN-001789,Plus,Q1 2025,Education,achieved,Unemployed,Completed
BEN-001792,Plus,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-001793,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-001806,Plus,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001810,Plus,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001813,Plus,Q1 2026,Entrepreneurship,active,Unemployed,Completed
