beneficiary_id,program,enrollment_date,reporting_period,status,education_level,academic_year,institution,activity,sessions_attended,sessions_expected,participation_rate,course,training_center,training_provider,certification_status,employment_status,skills_acquired
BEN-009414,Scholarship,2026-02-15,Q1 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009415,Scholarship,2025-09-16,Q3 2025,completed,Master,2025/2026,Moi University,,,,,,,,,,
BEN-009416,Scholarship,2026-03-19,Q1 2026,completed,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009417,Scholarship,2025-11-03,Q4 2025,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-009421,Scholarship,2025-11-07,Q4 2025,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009423,Scholarship,2026-06-08,Q2 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009437,Scholarship,2025-02-01,Q1 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009438,Scholarship,2025-02-27,Q1 2025,dropped_out,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-009441,Scholarship,2026-06-20,Q2 2026,active,Master,2025/2026,Strathmore University,,,,,,,,,,
BEN-009444,Scholarship,2026-04-14,Q2 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-009445,Scholarship,2026-07-13,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009446,Scholarship,2026-05-01,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009448,Scholarship,2026-03-12,Q1 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009451,Scholarship,2026-05-31,Q2 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009455,Scholarship,2026-06-22,Q2 2026,active,Diploma,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009456,Scholarship,2025-02-20,Q1 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009460,Scholarship,2026-08-06,Q3 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009466,Scholarship,2026-06-30,Q2 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009469,Scholarship,2026-03-30,Q1 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009470,Scholarship,2026-05-02,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009479,Scholarship,2026-06-22,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009483,Scholarship,2026-08-29,Q3 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009489,Scholarship,2026-06-10,Q2 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009490,Scholarship,2026-09-20,Q3 2026,active,Bachelor,2026/2027,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009493,Scholarship,2026-02-23,Q1 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009494,Scholarship,2026-06-12,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009495,Scholarship,2026-07-09,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009498,Scholarship,2025-12-22,Q4 2025,completed,Master,2025/2026,Strathmore University,,,,,,,,,,
BEN-009499,Scholarship,2025-10-05,Q4 2025,completed,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009503,Scholarship,2025-02-14,Q1 2025,completed,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-009507,Scholarship,2026-04-04,Q2 2026,active,Master,2025/2026,Strathmore University,,,,,,,,,,
BEN-009515,Scholarship,2026-05-24,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009518,Scholarship,2025-04-01,Q2 2025,dropped_out,Diploma,2024/2025,Strathmore University,,,,,,,,,,
BEN-009519,Scholarship,2025-12-21,Q4 2025,dropped_out,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009521,Scholarship,2026-07-10,Q3 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009523,Scholarship,2026-02-23,Q1 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009527,Scholarship,2025-11-21,Q4 2025,completed,Diploma,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009528,Scholarship,2026-02-15,Q1 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009530,Scholarship,2026-03-04,Q1 2026,completed,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009532,Scholarship,2026-02-19,Q1 2026,completed,Master,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009533,Scholarship,2026-09-21,Q3 2026,active,Bachelor,2026/2027,Africa Nazarene University,,,,,,,,,,
BEN-009537,Scholarship,2026-07-18,Q3 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009543,Scholarship,2025-02-13,Q1 2025,completed,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009545,Scholarship,2026-06-15,Q2 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009547,Scholarship,2026-03-02,Q1 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009549,Scholarship,2026-09-28,Q3 2026,active,Diploma,2026/2027,University of Nairobi,,,,,,,,,,
BEN-009553,Scholarship,2026-05-06,Q2 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009554,Scholarship,2026-02-22,Q1 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009556,Scholarship,2025-12-26,Q4 2025,completed,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009558,Scholarship,2026-05-23,Q2 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009559,Scholarship,2026-07-25,Q3 2026,active,Diploma,2025/2026,Daystar University,,,,,,,,,,
BEN-009560,Scholarship,2026-09-02,Q3 2026,active,Diploma,2026/2027,Jomo Kenyatta University,,,,,,,,,,
BEN-009563,Scholarship,2026-04-13,Q2 2026,active,Master,2025/2026,Daystar University,,,,,,,,,,
BEN-009573,Scholarship,2026-09-17,Q3 2026,active,Bachelor,2026/2027,Strathmore University,,,,,,,,,,
BEN-009574,Scholarship,2025-04-07,Q2 2025,completed,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009575,Scholarship,2026-09-02,Q3 2026,active,Bachelor,2026/2027,Mount Kenya University,,,,,,,,,,
BEN-009578,Scholarship,2026-01-23,Q1 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009580,Scholarship,2025-04-18,Q2 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-009584,Scholarship,2026-09-02,Q3 2026,active,Diploma,2026/2027,Moi University,,,,,,,,,,
BEN-009588,Scholarship,2026-04-19,Q2 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009593,Scholarship,2025-10-13,Q4 2025,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009594,Scholarship,2025-06-11,Q2 2025,completed,Diploma,2024/2025,Strathmore University,,,,,,,,,,
BEN-009597,Scholarship,2026-05-02,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009600,Scholarship,2025-09-05,Q3 2025,dropped_out,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-009602,Scholarship,2025-10-26,Q4 2025,completed,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009607,Scholarship,2025-06-15,Q2 2025,completed,Bachelor,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-009608,Scholarship,2026-03-16,Q1 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009611,Scholarship,2025-01-04,Q1 2025,completed,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-009613,Scholarship,2026-05-16,Q2 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009618,Scholarship,2025-07-17,Q3 2025,completed,Diploma,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009620,Scholarship,2026-05-23,Q2 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009623,Scholarship,2026-04-03,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009625,Scholarship,2026-07-01,Q3 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009626,Scholarship,2026-09-13,Q3 2026,active,Bachelor,2026/2027,Kenyatta University,,,,,,,,,,
BEN-009628,Scholarship,2026-05-09,Q2 2026,active,Master,2025/2026,Maseno University,,,,,,,,,,
BEN-009629,Scholarship,2026-04-23,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009638,Scholarship,2025-04-02,Q2 2025,completed,Bachelor,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-009639,Scholarship,2025-02-21,Q1 2025,dropped_out,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-009641,Scholarship,2025-10-27,Q4 2025,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009642,Scholarship,2026-06-08,Q2 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009643,Scholarship,2025-08-20,Q3 2025,completed,Bachelor,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-009645,Scholarship,2025-10-13,Q4 2025,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009647,Scholarship,2025-10-20,Q4 2025,completed,Diploma,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009652,Scholarship,2025-07-10,Q3 2025,completed,Diploma,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009653,Scholarship,2026-06-05,Q2 2026,active,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-009656,Scholarship,2025-03-06,Q1 2025,completed,Master,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-009660,Scholarship,2026-06-02,Q2 2026,active,Master,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009662,Scholarship,2026-03-09,Q1 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009663,Scholarship,2025-08-13,Q3 2025,completed,Bachelor,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-009666,Scholarship,2025-01-17,Q1 2025,completed,Master,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-009668,Scholarship,2026-03-05,Q1 2026,active,Diploma,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009669,Scholarship,2026-08-09,Q3 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009672,Scholarship,2025-09-27,Q3 2025,completed,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009673,Scholarship,2025-09-22,Q3 2025,completed,Diploma,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009677,Scholarship,2025-03-08,Q1 2025,completed,Diploma,2024/2025,Maseno University,,,,,,,,,,
BEN-009678,Scholarship,2025-08-09,Q3 2025,completed,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009680,Scholarship,2026-05-28,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009681,Scholarship,2026-08-23,Q3 2026,active,Diploma,2025/2026,Daystar University,,,,,,,,,,
BEN-009682,Scholarship,2025-08-04,Q3 2025,completed,Bachelor,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-009684,Scholarship,2026-07-12,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009685,Scholarship,2026-09-22,Q3 2026,active,Master,2026/2027,Moi University,,,,,,,,,,
BEN-009688,Scholarship,2025-03-01,Q1 2025,completed,Master,2024/2025,Daystar University,,,,,,,,,,
BEN-009689,Scholarship,2026-04-19,Q2 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009693,Scholarship,2026-09-12,Q3 2026,active,Bachelor,2026/2027,Mount Kenya University,,,,,,,,,,
BEN-009695,Scholarship,2025-08-21,Q3 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-009706,Scholarship,2026-01-04,Q1 2026,completed,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009712,Scholarship,2026-07-14,Q3 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009715,Scholarship,2026-04-22,Q2 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009716,Scholarship,2025-10-15,Q4 2025,completed,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009722,Scholarship,2025-03-09,Q1 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-009726,Scholarship,2026-04-10,Q2 2026,active,Master,2025/2026,Strathmore University,,,,,,,,,,
BEN-009729,Scholarship,2026-06-04,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009731,Scholarship,2026-05-16,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009734,Scholarship,2026-08-13,Q3 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009735,Scholarship,2025-03-15,Q1 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-009742,Scholarship,2026-08-14,Q3 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009747,Scholarship,2025-12-31,Q4 2025,completed,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009748,Scholarship,2025-03-13,Q1 2025,completed,Bachelor,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-009749,Scholarship,2025-10-06,Q4 2025,completed,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009752,Scholarship,2026-04-16,Q2 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009753,Scholarship,2026-09-10,Q3 2026,active,Diploma,2026/2027,Moi University,,,,,,,,,,
BEN-009757,Scholarship,2026-04-30,Q2 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009758,Scholarship,2025-10-02,Q4 2025,completed,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-009761,Scholarship,2026-05-24,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009762,Scholarship,2026-08-05,Q3 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009773,Scholarship,2026-09-30,Q3 2026,active,Master,2026/2027,Daystar University,,,,,,,,,,
BEN-009777,Scholarship,2026-05-04,Q2 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-009781,Scholarship,2025-09-12,Q3 2025,completed,Master,2025/2026,Daystar University,,,,,,,,,,
BEN-009784,Scholarship,2026-01-31,Q1 2026,completed,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009787,Scholarship,2026-02-04,Q1 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009788,Scholarship,2026-05-18,Q2 2026,active,Master,2025/2026,Daystar University,,,,,,,,,,
BEN-009791,Scholarship,2026-02-11,Q1 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009793,Scholarship,2026-01-02,Q1 2026,active,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-009796,Scholarship,2026-03-08,Q1 2026,completed,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009797,Scholarship,2026-06-30,Q2 2026,active,Master,2025/2026,Moi University,,,,,,,,,,
BEN-009800,Scholarship,2025-09-08,Q3 2025,completed,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009803,Scholarship,2026-06-09,Q2 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009804,Scholarship,2025-05-17,Q2 2025,completed,Diploma,2024/2025,Maseno University,,,,,,,,,,
BEN-009805,Scholarship,2026-02-21,Q1 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009810,Scholarship,2025-05-16,Q2 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-009813,Scholarship,2025-05-24,Q2 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009814,Scholarship,2025-12-09,Q4 2025,dropped_out,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009819,Scholarship,2026-01-25,Q1 2026,completed,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009820,Scholarship,2025-04-13,Q2 2025,completed,Diploma,2024/2025,Maseno University,,,,,,,,,,
BEN-009824,Scholarship,2025-03-23,Q1 2025,completed,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-009826,Scholarship,2026-02-02,Q1 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009827,Scholarship,2025-06-26,Q2 2025,dropped_out,Diploma,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-009829,Scholarship,2025-05-22,Q2 2025,completed,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-009831,Scholarship,2026-06-15,Q2 2026,active,Master,2025/2026,Daystar University,,,,,,,,,,
BEN-009833,Scholarship,2025-04-29,Q2 2025,completed,Bachelor,2024/2025,Moi University,,,,,,,,,,
BEN-009834,Scholarship,2025-11-20,Q4 2025,completed,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009835,Scholarship,2026-04-09,Q2 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009837,Scholarship,2026-08-29,Q3 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009840,Scholarship,2025-07-15,Q3 2025,completed,Master,2024/2025,University of Nairobi,,,,,,,,,,
BEN-009844,Scholarship,2025-04-02,Q2 2025,dropped_out,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009850,Scholarship,2025-11-07,Q4 2025,completed,Master,2025/2026,Maseno University,,,,,,,,,,
BEN-009851,Scholarship,2025-07-18,Q3 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009852,Scholarship,2026-07-09,Q3 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009854,Scholarship,2025-06-03,Q2 2025,completed,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009861,Scholarship,2025-05-24,Q2 2025,completed,Diploma,2024/2025,Maseno University,,,,,,,,,,
BEN-009865,Scholarship,2025-12-15,Q4 2025,completed,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009866,Scholarship,2025-02-26,Q1 2025,completed,Master,2024/2025,Moi University,,,,,,,,,,
BEN-009867,Scholarship,2026-08-09,Q3 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009870,Scholarship,2026-04-07,Q2 2026,active,Master,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009872,Scholarship,2025-12-08,Q4 2025,completed,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009875,Scholarship,2026-01-03,Q1 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009880,Scholarship,2025-12-23,Q4 2025,completed,Diploma,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009883,Scholarship,2025-12-30,Q4 2025,completed,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009884,Scholarship,2026-01-05,Q1 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009885,Scholarship,2026-01-02,Q1 2026,active,Master,2025/2026,Maseno University,,,,,,,,,,
BEN-009888,Scholarship,2026-07-07,Q3 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009889,Scholarship,2026-01-30,Q1 2026,active,Diploma,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009893,Scholarship,2026-04-07,Q2 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-009894,Scholarship,2026-01-28,Q1 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009895,Scholarship,2026-09-17,Q3 2026,active,Diploma,2026/2027,Maseno University,,,,,,,,,,
BEN-009896,Scholarship,2026-08-12,Q3 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009898,Scholarship,2026-03-26,Q1 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009899,Scholarship,2026-07-02,Q3 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009901,Scholarship,2025-09-06,Q3 2025,completed,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009902,Scholarship,2026-08-20,Q3 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-009903,Scholarship,2026-01-15,Q1 2026,active,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-009907,Scholarship,2025-08-04,Q3 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-009914,Scholarship,2025-02-22,Q1 2025,completed,Diploma,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-009917,Scholarship,2026-07-23,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009919,Scholarship,2026-09-21,Q3 2026,active,Bachelor,2026/2027,Jomo Kenyatta University,,,,,,,,,,
BEN-009920,Scholarship,2025-05-15,Q2 2025,dropped_out,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-009930,Scholarship,2026-07-25,Q3 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-009931,Scholarship,2025-08-18,Q3 2025,completed,Diploma,2024/2025,Kenyatta University,,,,,,,,,,
BEN-009932,Scholarship,2025-10-14,Q4 2025,completed,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009935,Scholarship,2026-01-17,Q1 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009938,Scholarship,2025-12-10,Q4 2025,dropped_out,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-009939,Scholarship,2025-01-30,Q1 2025,completed,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-009941,Scholarship,2026-05-03,Q2 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-009943,Scholarship,2026-07-15,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009949,Scholarship,2025-12-18,Q4 2025,completed,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-009951,Scholarship,2025-02-03,Q1 2025,dropped_out,Bachelor,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-009952,Scholarship,2026-08-04,Q3 2026,active,Diploma,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-009957,Scholarship,2026-09-21,Q3 2026,active,Bachelor,2026/2027,Maseno University,,,,,,,,,,
BEN-009958,Scholarship,2026-05-31,Q2 2026,active,Master,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009962,Scholarship,2026-08-31,Q3 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-009967,Scholarship,2026-09-24,Q3 2026,active,Diploma,2026/2027,Daystar University,,,,,,,,,,
BEN-009968,Scholarship,2026-07-24,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-009969,Scholarship,2026-04-05,Q2 2026,active,Diploma,2025/2026,Moi University,,,,,,,,,,
BEN-009970,Scholarship,2025-02-17,Q1 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-009973,Scholarship,2026-05-17,Q2 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-009979,Scholarship,2025-12-22,Q4 2025,completed,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-009981,Scholarship,2026-09-17,Q3 2026,active,Diploma,2026/2027,Jomo Kenyatta University,,,,,,,,,,
BEN-009983,Scholarship,2026-02-22,Q1 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
